REF_DATE,GEO,Age group,Sex,Indicators,Characteristics,UOM,VALUE
2018,Canada,12 to 17 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,345900
2018,Canada,12 to 17 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Low 95% confidence interval, number of persons",Number,392900
2018,Canada,12 to 17 years,Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","High 95% confidence interval, number of persons",Number,469600
2018,Canada,12 to 17 years,Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Statistically different from previous reference period,Number,-1
2018,Canada,12 to 17 years,Both sexes,Arthritis (15 years and over),"Low 95% confidence interval, number of persons",Number,5600
2018,Canada,12 to 17 years,Both sexes,Arthritis (15 years and over),"High 95% confidence interval, number of persons",Number,21900
2018,Canada,12 to 17 years,Both sexes,Arthritis (15 years and over),Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,Diabetes,"Low 95% confidence interval, number of persons",Number,4500
2018,Canada,12 to 17 years,Both sexes,Diabetes,"High 95% confidence interval, number of persons",Number,19600
2018,Canada,12 to 17 years,Both sexes,Diabetes,Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,Asthma,"Low 95% confidence interval, number of persons",Number,184300
2018,Canada,12 to 17 years,Both sexes,Asthma,"High 95% confidence interval, number of persons",Number,240400
2018,Canada,12 to 17 years,Both sexes,Asthma,Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"Low 95% confidence interval, number of persons",Number,
2018,Canada,12 to 17 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"High 95% confidence interval, number of persons",Number,
2018,Canada,12 to 17 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Statistically different from previous reference period,Number,
2018,Canada,12 to 17 years,Both sexes,High blood pressure,"Low 95% confidence interval, number of persons",Number,8900
2018,Canada,12 to 17 years,Both sexes,High blood pressure,"High 95% confidence interval, number of persons",Number,28700
2018,Canada,12 to 17 years,Both sexes,High blood pressure,Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,Mood disorder,"Low 95% confidence interval, number of persons",Number,81600
2018,Canada,12 to 17 years,Both sexes,Mood disorder,"High 95% confidence interval, number of persons",Number,122800
2018,Canada,12 to 17 years,Both sexes,Mood disorder,Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,"Current smoker, daily or occasional","Low 95% confidence interval, number of persons",Number,56100
2018,Canada,12 to 17 years,Both sexes,"Current smoker, daily or occasional","High 95% confidence interval, number of persons",Number,89200
2018,Canada,12 to 17 years,Both sexes,"Current smoker, daily or occasional",Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,"Current smoker, daily","Low 95% confidence interval, number of persons",Number,13100
2018,Canada,12 to 17 years,Both sexes,"Current smoker, daily","High 95% confidence interval, number of persons",Number,26500
2018,Canada,12 to 17 years,Both sexes,"Current smoker, daily",Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,59100
2018,Canada,12 to 17 years,Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,95100
2018,Canada,12 to 17 years,Both sexes,Heavy drinking,Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Low 95% confidence interval, number of persons",Number,963600
2018,Canada,12 to 17 years,Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","High 95% confidence interval, number of persons",Number,1066500
2018,Canada,12 to 17 years,Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Statistically different from previous reference period,Number,-1
2018,Canada,12 to 17 years,Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,
2018,Canada,12 to 17 years,Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,
2018,Canada,12 to 17 years,Both sexes,Breast milk feeding initiation,Statistically different from previous reference period,Number,
2018,Canada,12 to 17 years,Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,
2018,Canada,12 to 17 years,Both sexes,"Exclusive breastfeeding, at least 6 months","High 95% confidence interval, number of persons",Number,
2018,Canada,12 to 17 years,Both sexes,"Exclusive breastfeeding, at least 6 months",Statistically different from previous reference period,Number,
2018,Canada,12 to 17 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","Low 95% confidence interval, number of persons",Number,
2018,Canada,12 to 17 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","High 95% confidence interval, number of persons",Number,
2018,Canada,12 to 17 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Statistically different from previous reference period,Number,
2018,Canada,12 to 17 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,1770900
2018,Canada,12 to 17 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,1851800
2018,Canada,12 to 17 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,2076800
2018,Canada,12 to 17 years,Both sexes,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,2125000
2018,Canada,12 to 17 years,Both sexes,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,0
2018,Canada,12 to 17 years,Both sexes,Has a regular healthcare provider,"Low 95% confidence interval, number of persons",Number,1916300
2018,Canada,12 to 17 years,Both sexes,Has a regular healthcare provider,"High 95% confidence interval, number of persons",Number,1977300
2018,Canada,12 to 17 years,Both sexes,Has a regular healthcare provider,Statistically different from previous reference period,Number,1
2018,Canada,12 to 17 years,Both sexes,Contact with a medical doctor in the past 12 months,"Low 95% confidence interval, number of persons",Number,
2018,Canada,12 to 17 years,Both sexes,Contact with a medical doctor in the past 12 months,"High 95% confidence interval, number of persons",Number,
2018,Canada,12 to 17 years,Both sexes,Contact with a medical doctor in the past 12 months,Statistically different from previous reference period,Number,
2018,Canada,12 to 17 years,Both sexes,Influenza immunization in the past 12 months,"Low 95% confidence interval, number of persons",Number,467200
2018,Canada,12 to 17 years,Both sexes,Influenza immunization in the past 12 months,"High 95% confidence interval, number of persons",Number,548300
2018,Canada,12 to 17 years,Both sexes,Influenza immunization in the past 12 months,Statistically different from previous reference period,Number,0
2018,Canada,18 to 34 years,Both sexes,"Perceived health, very good or excellent","Low 95% confidence interval, number of persons",Number,5513900
2018,Canada,18 to 34 years,Both sexes,"Perceived health, very good or excellent","High 95% confidence interval, number of persons",Number,5764300
2018,Canada,18 to 34 years,Both sexes,"Perceived health, very good or excellent",Statistically different from previous reference period,Number,-1
